post_title,town_name,postal_code,council_code,council_name,region_code,region_name
"Strærup Mark, 5683 Haarby","Strærup Mark",5683,0420,Assens,1083,"Region Syddanmark"
"Vedtofte, 5620 Glamsbjerg",Vedtofte,5620,0420,Assens,1083,"Region Syddanmark"
"Ryds Mølle, 5492 Vissenbjerg","Ryds Mølle",5492,0420,Assens,1083,"Region Syddanmark"
"Tågerod, 5462 Morud",Tågerod,5462,0480,Nordfyns,1083,"Region Syddanmark"
"Lunde Dalskov, 5270 Odense N","Lunde Dalskov",5270,0461,Odense,1083,"Region Syddanmark"
"Søgård, 6240 Løgumkloster",Søgård,6240,0550,Tønder,1083,"Region Syddanmark"
"Lemmose, 6240 Løgumkloster",Lemmose,6240,0550,Tønder,1083,"Region Syddanmark"
"Horsebæk, 5450 Otterup",Horsebæk,5450,0480,Nordfyns,1083,"Region Syddanmark"
"Skeby, 5450 Otterup",Skeby,5450,0480,Nordfyns,1083,"Region Syddanmark"
"Øster Terp, 6240 Løgumkloster","Øster Terp",6240,0550,Tønder,1083,"Region Syddanmark"
"Rangstrup, 6534 Agerskov",Rangstrup,6534,0510,Haderslev,1083,"Region Syddanmark"
"Bovlund, 6534 Agerskov",Bovlund,6534,0510,Haderslev,1083,"Region Syddanmark"
"Bovlund, 6535 Branderup J",Bovlund,6535,0550,Tønder,1083,"Region Syddanmark"
"Sværup, 5462 Morud",Sværup,5462,0480,Nordfyns,1083,"Region Syddanmark"
"Nr Nærå Mark, 5450 Otterup","Nr Nærå Mark",5450,0480,Nordfyns,1083,"Region Syddanmark"
"Sølsted, 6270 Tønder",Sølsted,6270,0550,Tønder,1083,"Region Syddanmark"
"Jejsingmark, 6270 Tønder",Jejsingmark,6270,0550,Tønder,1083,"Region Syddanmark"
"Bogense Mark, 5400 Bogense","Bogense Mark",5400,0480,Nordfyns,1083,"Region Syddanmark"
"Fogense, 5400 Bogense",Fogense,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Øster Højst, 6240 Løgumkloster","Øster Højst",6240,0550,Tønder,1083,"Region Syddanmark"
"Padesø, 5474 Veflinge",Padesø,5474,0480,Nordfyns,1083,"Region Syddanmark"
"Padesø, 5560 Aarup",Padesø,5560,0410,Middelfart,1083,"Region Syddanmark"
"Profitten, 5400 Bogense",Profitten,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Klinborg, 6270 Tønder",Klinborg,6270,0550,Tønder,1083,"Region Syddanmark"
"Åbøl, 6520 Toftlund",Åbøl,6520,0510,Haderslev,1083,"Region Syddanmark"
"Åbøl, 6541 Bevtoft",Åbøl,6541,0510,Haderslev,1083,"Region Syddanmark"
"Gildam, 6240 Løgumkloster",Gildam,6240,0550,Tønder,1083,"Region Syddanmark"
"Draved, 6240 Løgumkloster",Draved,6240,0550,Tønder,1083,"Region Syddanmark"
"Birkelund, 6541 Bevtoft",Birkelund,6541,0510,Haderslev,1083,"Region Syddanmark"
"Grønløkke, 5400 Bogense",Grønløkke,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Bogense, 5400 Bogense",Bogense,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Hasselø, 5450 Otterup",Hasselø,5450,0480,Nordfyns,1083,"Region Syddanmark"
"Lillehus, 6240 Løgumkloster",Lillehus,6240,0550,Tønder,1083,"Region Syddanmark"
"Vråskov, 6780 Skærbæk",Vråskov,6780,0550,Tønder,1083,"Region Syddanmark"
"Lakolk, 6792 Rømø",Lakolk,6792,0550,Tønder,1083,"Region Syddanmark"
"Pugholm, 5450 Otterup",Pugholm,5450,0480,Nordfyns,1083,"Region Syddanmark"
"Hestehaven, 5400 Bogense",Hestehaven,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Hasmark Mark, 5450 Otterup","Hasmark Mark",5450,0480,Nordfyns,1083,"Region Syddanmark"
"Bårse, 4720 Præstø",Bårse,4720,0390,Vordingborg,1085,"Region Sjælland"
"Bårse, 4750 Lundby",Bårse,4750,0370,Næstved,1085,"Region Sjælland"
"Toftlund, 6520 Toftlund",Toftlund,6520,0510,Haderslev,1083,"Region Syddanmark"
"Lydersholm, 6270 Tønder",Lydersholm,6270,0550,Tønder,1083,"Region Syddanmark"
"Brandholt, 5400 Bogense",Brandholt,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Nørre Abild, 6270 Tønder","Nørre Abild",6270,0550,Tønder,1083,"Region Syddanmark"
"Lundsgård, 6240 Løgumkloster",Lundsgård,6240,0550,Tønder,1083,"Region Syddanmark"
"Hugget, 5400 Bogense",Hugget,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Reveldrup, 5400 Bogense",Reveldrup,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Lillebrohuse, 5450 Otterup",Lillebrohuse,5450,0480,Nordfyns,1083,"Region Syddanmark"
"Alslevkro, 6240 Løgumkloster",Alslevkro,6240,0550,Tønder,1083,"Region Syddanmark"
"Brøns, 6780 Skærbæk",Brøns,6780,0550,Tønder,1083,"Region Syddanmark"
"Astrup, 6780 Skærbæk",Astrup,6780,0550,Tønder,1083,"Region Syddanmark"
"N Esterbølle, 5400 Bogense","N Esterbølle",5400,0480,Nordfyns,1083,"Region Syddanmark"
"Hårslev Mark, 5471 Søndersø","Hårslev Mark",5471,0480,Nordfyns,1083,"Region Syddanmark"
"Eghoved, 5450 Otterup",Eghoved,5450,0480,Nordfyns,1083,"Region Syddanmark"
"Mejlskov, 5400 Bogense",Mejlskov,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Moderup, 5471 Søndersø",Moderup,5471,0480,Nordfyns,1083,"Region Syddanmark"
"Kirkeby, 6792 Rømø",Kirkeby,6792,0550,Tønder,1083,"Region Syddanmark"
"Hønning, 6520 Toftlund",Hønning,6520,0510,Haderslev,1083,"Region Syddanmark"
"Hønning, 6780 Skærbæk",Hønning,6780,0550,Tønder,1083,"Region Syddanmark"
"Ullerup, 6780 Skærbæk",Ullerup,6780,0550,Tønder,1083,"Region Syddanmark"
"Uggerslev, 5450 Otterup",Uggerslev,5450,0480,Nordfyns,1083,"Region Syddanmark"
"Østrup, 5450 Otterup",Østrup,5450,0480,Nordfyns,1083,"Region Syddanmark"
"Nørre Busholm, 6240 Løgumkloster","Nørre Busholm",6240,0550,Tønder,1083,"Region Syddanmark"
"Øbjerg, 6520 Toftlund",Øbjerg,6520,0510,Haderslev,1083,"Region Syddanmark"
"Hølleskov, 6520 Toftlund",Hølleskov,6520,0510,Haderslev,1083,"Region Syddanmark"
"Nørreby, 5400 Bogense",Nørreby,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Labølle, 5471 Søndersø",Labølle,5471,0480,Nordfyns,1083,"Region Syddanmark"
"Nørrehede, 6240 Løgumkloster",Nørrehede,6240,0550,Tønder,1083,"Region Syddanmark"
"Hårslev, 5471 Søndersø",Hårslev,5471,0480,Nordfyns,1083,"Region Syddanmark"
"Harritslev Mark, 5400 Bogense","Harritslev Mark",5400,0480,Nordfyns,1083,"Region Syddanmark"
"Bregnebjerg, 5400 Bogense",Bregnebjerg,5400,0480,Nordfyns,1083,"Region Syddanmark"
"Møldam, 6780 Skærbæk",Møldam,6780,0550,Tønder,1083,"Region Syddanmark"
"Serup, 5471 Søndersø",Serup,5471,0480,Nordfyns,1083,"Region Syddanmark"
"Brødslev, 9480 Løkken",Brødslev,9480,0810,Brønderslev,1081,"Region Nordjylland"
"Halvrimmen, 9460 Brovst",Halvrimmen,9460,0849,Jammerbugt,1081,"Region Nordjylland"
"Holme, 8400 Ebeltoft",Holme,8400,0706,Syddjurs,1082,"Region Midtjylland"
"Svinballe, 8350 Hundslund",Svinballe,8350,0727,Odder,1082,"Region Midtjylland"
"Hølken, 8300 Odder",Hølken,8300,0727,Odder,1082,"Region Midtjylland"
"Gøttrup, 9690 Fjerritslev",Gøttrup,9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Rugård, 8400 Ebeltoft",Rugård,8400,0706,Syddjurs,1082,"Region Midtjylland"
"Klim Bjerg, 9690 Fjerritslev","Klim Bjerg",9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Torslev, 9460 Brovst",Torslev,9460,0849,Jammerbugt,1081,"Region Nordjylland"
"Rodstenseje, 8300 Odder",Rodstenseje,8300,0727,Odder,1082,"Region Midtjylland"
"Ågård Skov, 9690 Fjerritslev","Ågård Skov",9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Vust, 9690 Fjerritslev",Vust,9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Arentsminde, 9460 Brovst",Arentsminde,9460,0849,Jammerbugt,1081,"Region Nordjylland"
"Lime Mark, 8544 Mørke","Lime Mark",8544,0706,Syddjurs,1082,"Region Midtjylland"
"Havhusene, 8410 Rønde",Havhusene,8410,0706,Syddjurs,1082,"Region Midtjylland"
"Havhusene, 8543 Hornslet",Havhusene,8543,0706,Syddjurs,1082,"Region Midtjylland"
"Thorup Kær, 9690 Fjerritslev","Thorup Kær",9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Pirupshvarre, 9492 Blokhus",Pirupshvarre,9492,0849,Jammerbugt,1081,"Region Nordjylland"
"Villendrup, 8543 Hornslet",Villendrup,8543,0706,Syddjurs,1082,"Region Midtjylland"
"Syvveje, 8544 Mørke",Syvveje,8544,0706,Syddjurs,1082,"Region Midtjylland"
"Alrø, 8300 Odder",Alrø,8300,0727,Odder,1082,"Region Midtjylland"
"Vilsbæk, 9460 Brovst",Vilsbæk,9460,0849,Jammerbugt,1081,"Region Nordjylland"
"Langbak, 9700 Brønderslev",Langbak,9700,0810,Brønderslev,1081,"Region Nordjylland"
"Falkærgårde, 8544 Mørke",Falkærgårde,8544,0706,Syddjurs,1082,"Region Midtjylland"
"Stubbe, 8400 Ebeltoft",Stubbe,8400,0706,Syddjurs,1082,"Region Midtjylland"
"Kjeldgaard, 9690 Fjerritslev",Kjeldgaard,9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Fruemose, 9690 Fjerritslev",Fruemose,9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Skrejrup, 8410 Rønde",Skrejrup,8410,0706,Syddjurs,1082,"Region Midtjylland"
"Følle Strand, 8410 Rønde","Følle Strand",8410,0706,Syddjurs,1082,"Region Midtjylland"
"Viderup, 8420 Knebel",Viderup,8420,0706,Syddjurs,1082,"Region Midtjylland"
"Attrup, 8444 Balle",Attrup,8444,0706,Syddjurs,1082,"Region Midtjylland"
"Drammelstrup, 8400 Ebeltoft",Drammelstrup,8400,0706,Syddjurs,1082,"Region Midtjylland"
"Mogenstrup, 8581 Nimtofte",Mogenstrup,8581,0706,Syddjurs,1082,"Region Midtjylland"
"Sigurdsholm, 9690 Fjerritslev",Sigurdsholm,9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Bjødstrup, 8420 Knebel",Bjødstrup,8420,0706,Syddjurs,1082,"Region Midtjylland"
"Fejrup, 8420 Knebel",Fejrup,8420,0706,Syddjurs,1082,"Region Midtjylland"
"Balle, 8300 Odder",Balle,8300,0727,Odder,1082,"Region Midtjylland"
"Kelstrup, 8560 Kolind",Kelstrup,8560,0706,Syddjurs,1082,"Region Midtjylland"
"Attrup, 8550 Ryomgård",Attrup,8550,0706,Syddjurs,1082,"Region Midtjylland"
"Kolind Mark, 8560 Kolind","Kolind Mark",8560,0706,Syddjurs,1082,"Region Midtjylland"
"Blangstrup, 5610 Assens",Blangstrup,5610,0410,Middelfart,1083,"Region Syddanmark"
"Hækkebølle, 5560 Aarup",Hækkebølle,5560,0410,Middelfart,1083,"Region Syddanmark"
"Permelille, 8305 Samsø",Permelille,8305,0741,Samsø,1082,"Region Midtjylland"
"Sdr. Fjand, 6990 Ulfborg","Sdr. Fjand",6990,0657,Herning,1082,"Region Midtjylland"
"Klokholm, 5560 Aarup",Klokholm,5560,0410,Middelfart,1083,"Region Syddanmark"
"Haardmark, 8305 Samsø",Haardmark,8305,0741,Samsø,1082,"Region Midtjylland"
"Sydmarken, 5690 Tommerup",Sydmarken,5690,0420,Assens,1083,"Region Syddanmark"
"Mogenstrup, 7800 Skive",Mogenstrup,7800,0661,Holstebro,1082,"Region Midtjylland"
"Skarresø Mrk, 8410 Rønde","Skarresø Mrk",8410,0706,Syddjurs,1082,"Region Midtjylland"
"Skarresø Mrk, 8550 Ryomgård","Skarresø Mrk",8550,0706,Syddjurs,1082,"Region Midtjylland"
"Skærsø, 8400 Ebeltoft",Skærsø,8400,0706,Syddjurs,1082,"Region Midtjylland"
"Ryomskov, 8550 Ryomgård",Ryomskov,8550,0706,Syddjurs,1082,"Region Midtjylland"
"Ejsingholm, 7830 Vinderup",Ejsingholm,7830,0657,Herning,1082,"Region Midtjylland"
"Karstoft, 7800 Skive",Karstoft,7800,0661,Holstebro,1082,"Region Midtjylland"
"Fuglslev, 8400 Ebeltoft",Fuglslev,8400,0706,Syddjurs,1082,"Region Midtjylland"
"Lauhede, 7830 Vinderup",Lauhede,7830,0657,Herning,1082,"Region Midtjylland"
"Sælvig, 8305 Samsø",Sælvig,8305,0741,Samsø,1082,"Region Midtjylland"
"Kielshøj, 5560 Aarup",Kielshøj,5560,0410,Middelfart,1083,"Region Syddanmark"
"Hasselholt, 7830 Vinderup",Hasselholt,7830,0657,Herning,1082,"Region Midtjylland"
"Sølille, 8410 Rønde",Sølille,8410,0706,Syddjurs,1082,"Region Midtjylland"
"Sølille, 8560 Kolind",Sølille,8560,0706,Syddjurs,1082,"Region Midtjylland"
"Koustrup, 8560 Kolind",Koustrup,8560,0706,Syddjurs,1082,"Region Midtjylland"
"Elbrønd, 7830 Vinderup",Elbrønd,7830,0657,Herning,1082,"Region Midtjylland"
"Kejlstrup, 8410 Rønde",Kejlstrup,8410,0706,Syddjurs,1082,"Region Midtjylland"
"Svenstrup, 7830 Vinderup",Svenstrup,7830,0657,Herning,1082,"Region Midtjylland"
"Herrup, 7830 Vinderup",Herrup,7830,0657,Herning,1082,"Region Midtjylland"
"Mygind, 5610 Assens",Mygind,5610,0410,Middelfart,1083,"Region Syddanmark"
"Højbjerg, 7830 Vinderup",Højbjerg,7830,0657,Herning,1082,"Region Midtjylland"
"Ål, 7830 Vinderup",Ål,7830,0657,Herning,1082,"Region Midtjylland"
"Tønning, 7830 Vinderup",Tønning,7830,0657,Herning,1082,"Region Midtjylland"
"Svendshede, 7830 Vinderup",Svendshede,7830,0657,Herning,1082,"Region Midtjylland"
"Strøby, 8550 Ryomgård",Strøby,8550,0706,Syddjurs,1082,"Region Midtjylland"
"Torup, 5610 Assens",Torup,5610,0410,Middelfart,1083,"Region Syddanmark"
"Hvidtvedgård, 8410 Rønde",Hvidtvedgård,8410,0706,Syddjurs,1082,"Region Midtjylland"
"Gladsmølle, 8400 Ebeltoft",Gladsmølle,8400,0706,Syddjurs,1082,"Region Midtjylland"
"Bøjen, 8544 Mørke",Bøjen,8544,0706,Syddjurs,1082,"Region Midtjylland"
"Nårup, 5690 Tommerup",Nårup,5690,0420,Assens,1083,"Region Syddanmark"
"Sevel, 7830 Vinderup",Sevel,7830,0657,Herning,1082,"Region Midtjylland"
"Pejrup, 5560 Aarup",Pejrup,5560,0410,Middelfart,1083,"Region Syddanmark"
"Ørsbjerg, 5560 Aarup",Ørsbjerg,5560,0410,Middelfart,1083,"Region Syddanmark"
"Ejsing Mark, 7830 Vinderup","Ejsing Mark",7830,0657,Herning,1082,"Region Midtjylland"
"Assenbølle, 5492 Vissenbjerg",Assenbølle,5492,0420,Assens,1083,"Region Syddanmark"
"Aborg Mark, 5610 Assens","Aborg Mark",5610,0410,Middelfart,1083,"Region Syddanmark"
"Søgård, 7830 Vinderup",Søgård,7830,0657,Herning,1082,"Region Midtjylland"
"Østenfjeld, 8581 Nimtofte",Østenfjeld,8581,0706,Syddjurs,1082,"Region Midtjylland"
"Ballegård, 8560 Kolind",Ballegård,8560,0706,Syddjurs,1082,"Region Midtjylland"
"Frøbjerg, 5560 Aarup",Frøbjerg,5560,0410,Middelfart,1083,"Region Syddanmark"
"Frøbjerg, 5620 Glamsbjerg",Frøbjerg,5620,0420,Assens,1083,"Region Syddanmark"
"Kirkemarken, 5683 Haarby",Kirkemarken,5683,0420,Assens,1083,"Region Syddanmark"
"Mullerød, 5683 Haarby",Mullerød,5683,0420,Assens,1083,"Region Syddanmark"
"Stubberup, 5560 Aarup",Stubberup,5560,0410,Middelfart,1083,"Region Syddanmark"
"Stubberup, 5610 Assens",Stubberup,5610,0410,Middelfart,1083,"Region Syddanmark"
"Agernæs, 5631 Ebberup",Agernæs,5631,0420,Assens,1083,"Region Syddanmark"
"Østrup, 8543 Hornslet",Østrup,8543,0706,Syddjurs,1082,"Region Midtjylland"
"Smejrup Mark, 5610 Assens","Smejrup Mark",5610,0410,Middelfart,1083,"Region Syddanmark"
"Højeløkke, 5690 Tommerup",Højeløkke,5690,0420,Assens,1083,"Region Syddanmark"
"Damsbo Skov, 5642 Millinge","Damsbo Skov",5642,0420,Assens,1083,"Region Syddanmark"
"Damsbo Skov, 5683 Haarby","Damsbo Skov",5683,0420,Assens,1083,"Region Syddanmark"
"Kjellerup, 7830 Vinderup",Kjellerup,7830,0657,Herning,1082,"Region Midtjylland"
"Råst, 7830 Vinderup",Råst,7830,0657,Herning,1082,"Region Midtjylland"
"Saltø Skov, 4700 Næstved","Saltø Skov",4700,0370,Næstved,1085,"Region Sjælland"
"Follerup, 7000 Fredericia",Follerup,7000,0607,Fredericia,1083,"Region Syddanmark"
"Fladså, 4700 Næstved",Fladså,4700,0370,Næstved,1085,"Region Sjælland"
"Bastrup Mark, 6580 Vamdrup","Bastrup Mark",6580,0621,Kolding,1083,"Region Syddanmark"
"Egum, 7000 Fredericia",Egum,7000,0607,Fredericia,1083,"Region Syddanmark"
"Kyse, 4700 Næstved",Kyse,4700,0370,Næstved,1085,"Region Sjælland"
"Åside, 4733 Tappernøje",Åside,4733,0320,Faxe,1085,"Region Sjælland"
"Borup, 4700 Næstved",Borup,4700,0370,Næstved,1085,"Region Sjælland"
"Hafdrup, 6580 Vamdrup",Hafdrup,6580,0621,Kolding,1083,"Region Syddanmark"
"Lejrskov, 6064 Jordrup",Lejrskov,6064,0621,Kolding,1083,"Region Syddanmark"
"Lejrskov, 6640 Lunderskov",Lejrskov,6640,0621,Kolding,1083,"Region Syddanmark"
"Stubberup, 4700 Næstved",Stubberup,4700,0370,Næstved,1085,"Region Sjælland"
"Vinderup, 4171 Glumsø",Vinderup,4171,0370,Næstved,1085,"Region Sjælland"
"Langerhuse, 7673 Harboøre",Langerhuse,7673,0665,Lemvig,1082,"Region Midtjylland"
"Vrist, 7673 Harboøre",Vrist,7673,0665,Lemvig,1082,"Region Midtjylland"
"Ladby, 4700 Næstved",Ladby,4700,0370,Næstved,1085,"Region Sjælland"
"Rønland, 7673 Harboøre",Rønland,7673,0665,Lemvig,1082,"Region Midtjylland"
"Rønland, 7680 Thyborøn",Rønland,7680,0665,Lemvig,1082,"Region Midtjylland"
"Vindinge, 4000 Roskilde",Vindinge,4000,0169,Høje-Taastrup,1084,"Region Hovedstaden"
"Tornemark, 4262 Sandved",Tornemark,4262,0330,Slagelse,1085,"Region Sjælland"
"Rettestrup, 4700 Næstved",Rettestrup,4700,0370,Næstved,1085,"Region Sjælland"
"Hejlsminde, 6094 Hejls",Hejlsminde,6094,0510,Haderslev,1083,"Region Syddanmark"
"Langeskov, 5550 Langeskov",Langeskov,5550,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Bastrup, 6580 Vamdrup",Bastrup,6580,0621,Kolding,1083,"Region Syddanmark"
"Nagbøl, 6580 Vamdrup",Nagbøl,6580,0621,Kolding,1083,"Region Syddanmark"
"Nagbøl, 6640 Lunderskov",Nagbøl,6640,0621,Kolding,1083,"Region Syddanmark"
"Kokær, 6070 Christiansfeld",Kokær,6070,0510,Haderslev,1083,"Region Syddanmark"
"Slagslunde, 3660 Stenløse",Slagslunde,3660,0240,Egedal,1084,"Region Hovedstaden"
"Slagslunde, 3670 Veksø Sjælland",Slagslunde,3670,0240,Egedal,1084,"Region Hovedstaden"
"Favrvraa, 6070 Christiansfeld",Favrvraa,6070,0510,Haderslev,1083,"Region Syddanmark"
"Grønninghoved, 6093 Sjølund",Grønninghoved,6093,0621,Kolding,1083,"Region Syddanmark"
"Hf. Søndergården, 2791 Dragør","Hf. Søndergården",2791,0155,Dragør,1084,"Region Hovedstaden"
"Stoustrup, 7000 Fredericia",Stoustrup,7000,0607,Fredericia,1083,"Region Syddanmark"
"Studsdal, 7000 Fredericia",Studsdal,7000,0607,Fredericia,1083,"Region Syddanmark"
"Erritsø Mose, 7000 Fredericia","Erritsø Mose",7000,0607,Fredericia,1083,"Region Syddanmark"
"Buresø, 3550 Slangerup",Buresø,3550,0201,Allerød,1084,"Region Hovedstaden"
"Ledøje, 2765 Smørum",Ledøje,2765,0240,Egedal,1084,"Region Hovedstaden"
"Børup, 7000 Fredericia",Børup,7000,0607,Fredericia,1083,"Region Syddanmark"
"Rønnebæk, 4700 Næstved",Rønnebæk,4700,0370,Næstved,1085,"Region Sjælland"
"Sipperup, 4700 Næstved",Sipperup,4700,0370,Næstved,1085,"Region Sjælland"
"Røgeskov, 4250 Fuglebjerg",Røgeskov,4250,0330,Slagelse,1085,"Region Sjælland"
"Ødis, 6580 Vamdrup",Ødis,6580,0621,Kolding,1083,"Region Syddanmark"
"Tved, 5700 Svendborg",Tved,5700,0479,Svendborg,1083,"Region Syddanmark"
"Åbyskov, 5881 Skårup Fyn",Åbyskov,5881,0479,Svendborg,1083,"Region Syddanmark"
"Hf. Venners Lyst, 2100 København Ø","Hf. Venners Lyst",2100,0101,København,1084,"Region Hovedstaden"
"Sandersvig, 6100 Haderslev",Sandersvig,6100,0510,Haderslev,1083,"Region Syddanmark"
"Gudbjerg Skov, 5892 Gudbjerg Sydfyn","Gudbjerg Skov",5892,0479,Svendborg,1083,"Region Syddanmark"
"Hf. Strandhøj, 2300 København S","Hf. Strandhøj",2300,0101,København,1084,"Region Hovedstaden"
"Hf. Arbejderboligernes Kolonihaver, 2500 Valby","Hf. Arbejderboligernes Kolonihaver",2500,0101,København,1084,"Region Hovedstaden"
"Øsby, 6100 Haderslev",Øsby,6100,0510,Haderslev,1083,"Region Syddanmark"
"Sinkj Grønbj, 6971 Spjald","Sinkj Grønbj",6971,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Stauning, 6900 Skjern",Stauning,6900,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Vanting, 6971 Spjald",Vanting,6971,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Hf. 1924, 2500 Valby","Hf. 1924",2500,0101,København,1084,"Region Hovedstaden"
"Højmark, 6940 Lem St",Højmark,6940,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Højmark, 6950 Ringkøbing",Højmark,6950,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Lynæs, 3390 Hundested",Lynæs,3390,0260,Halsnæs,1084,"Region Hovedstaden"
"Neder Jerstal, 6500 Vojens","Neder Jerstal",6500,0510,Haderslev,1083,"Region Syddanmark"
"Neder Jerstal, 6541 Bevtoft","Neder Jerstal",6541,0510,Haderslev,1083,"Region Syddanmark"
"Raade, 6100 Haderslev",Raade,6100,0510,Haderslev,1083,"Region Syddanmark"
"Toft, 6971 Spjald",Toft,6971,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Trøstrup, 6920 Videbæk",Trøstrup,6920,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Strandhuse, 5762 Vester Skerninge",Strandhuse,5762,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Klejnbjerg, 6500 Vojens",Klejnbjerg,6500,0510,Haderslev,1083,"Region Syddanmark"
"Moltrup, 6100 Haderslev",Moltrup,6100,0510,Haderslev,1083,"Region Syddanmark"
"Tørning Mark, 6500 Vojens","Tørning Mark",6500,0510,Haderslev,1083,"Region Syddanmark"
"Højby Borris, 6900 Skjern","Højby Borris",6900,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Herborg, 6920 Videbæk",Herborg,6920,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Enderupskov, 6510 Gram",Enderupskov,6510,0510,Haderslev,1083,"Region Syddanmark"
"Hindballe, 6630 Rødding",Hindballe,6630,0510,Haderslev,1083,"Region Syddanmark"
"Rovstrup, 6070 Christiansfeld",Rovstrup,6070,0510,Haderslev,1083,"Region Syddanmark"
"Rovstrup, 6100 Haderslev",Rovstrup,6100,0510,Haderslev,1083,"Region Syddanmark"
"Bejstrup, 9690 Fjerritslev",Bejstrup,9690,0849,Jammerbugt,1081,"Region Nordjylland"
"Bjerning, 6100 Haderslev",Bjerning,6100,0510,Haderslev,1083,"Region Syddanmark"
"Lem, 6950 Ringkøbing",Lem,6950,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Gabøl, 6500 Vojens",Gabøl,6500,0510,Haderslev,1083,"Region Syddanmark"
"Solsøhede, 6920 Videbæk",Solsøhede,6920,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Maugstrup, 6500 Vojens",Maugstrup,6500,0510,Haderslev,1083,"Region Syddanmark"
"Styding, 6500 Vojens",Styding,6500,0510,Haderslev,1083,"Region Syddanmark"
"Aarøsund, 6100 Haderslev",Aarøsund,6100,0510,Haderslev,1083,"Region Syddanmark"
"Røjkum, 6971 Spjald",Røjkum,6971,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Klegod, 6950 Ringkøbing",Klegod,6950,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Grønhøj, 9480 Løkken",Grønhøj,9480,0810,Brønderslev,1081,"Region Nordjylland"
"Bork Mærsk, 6830 Nørre Nebel","Bork Mærsk",6830,0573,Varde,1083,"Region Syddanmark"
"Hf. Bellevue, 2700 Brønshøj","Hf. Bellevue",2700,0101,København,1084,"Region Hovedstaden"
"Blankenhof, 6541 Bevtoft",Blankenhof,6541,0510,Haderslev,1083,"Region Syddanmark"
"Vasegård, 6971 Spjald",Vasegård,6971,0760,Ringkøbing-Skjern,1082,"Region Midtjylland"
"Bredeshave, 4733 Tappernøje",Bredeshave,4733,0320,Faxe,1085,"Region Sjælland"
"Vejlø, 4700 Næstved",Vejlø,4700,0370,Næstved,1085,"Region Sjælland"
"Torup, 4700 Næstved",Torup,4700,0370,Næstved,1085,"Region Sjælland"
"Torup, 4750 Lundby",Torup,4750,0370,Næstved,1085,"Region Sjælland"
"Ting Jellinge, 4250 Fuglebjerg","Ting Jellinge",4250,0330,Slagelse,1085,"Region Sjælland"
"Ting Jellinge, 4261 Dalmose","Ting Jellinge",4261,0330,Slagelse,1085,"Region Sjælland"
"Aversi, 4100 Ringsted",Aversi,4100,0259,Køge,1085,"Region Sjælland"
"Aversi, 4690 Haslev",Aversi,4690,0320,Faxe,1085,"Region Sjælland"
"Ring, 4750 Lundby",Ring,4750,0370,Næstved,1085,"Region Sjælland"
"Rislev, 4160 Herlufmagle",Rislev,4160,0320,Faxe,1085,"Region Sjælland"
"Rislev, 4700 Næstved",Rislev,4700,0370,Næstved,1085,"Region Sjælland"
"Kalbyrisskov, 4700 Næstved",Kalbyrisskov,4700,0370,Næstved,1085,"Region Sjælland"
"Gelsted, 4160 Herlufmagle",Gelsted,4160,0320,Faxe,1085,"Region Sjælland"
"Over Even, 4733 Tappernøje","Over Even",4733,0320,Faxe,1085,"Region Sjælland"
"Saltø, 4700 Næstved",Saltø,4700,0370,Næstved,1085,"Region Sjælland"
"Saltø, 4736 Karrebæksminde",Saltø,4736,0370,Næstved,1085,"Region Sjælland"
"Flemstofte, 4250 Fuglebjerg",Flemstofte,4250,0330,Slagelse,1085,"Region Sjælland"
